# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4178402	4179073	+	ACT41512.1			endonuclease V	nfi		ECB_03875	672	223	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4179116	4179706	+					yjaG		ECB_03876	591		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4179116	4179706	+	ACT41513.1			hypothetical protein	yjaG		ECB_03876	591	196	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4179893	4180165	+					hupA		ECB_03877	273		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4179893	4180165	+	ACT41514.1			HU, DNA-binding transcriptional regulator, alpha subunit	hupA		ECB_03877	273	90	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4180178	4180873	+					yjaH		ECB_03878	696		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4180178	4180873	+	ACT41515.1			hypothetical protein	yjaH		ECB_03878	696	231	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4180875	4181294	-					zraP		ECB_03879	420		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4180875	4181294	-	ACT41516.1			Zn-binding periplasmic protein	zraP		ECB_03879	420	139	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4181532	4182908	+					zraS		ECB_03880	1377		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4181532	4182908	+	ACT41517.1			sensory histidine kinase in two-component regulatory system with ZraR	zraS		ECB_03880	1377	458	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4182905	4184230	+					zraR		ECB_03881	1326		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4182905	4184230	+	ACT41518.1			fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein	zraR		ECB_03881	1326	441	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4184227	4185516	-					purD		ECB_03882	1290		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4184227	4185516	-	ACT41519.1			phosphoribosylamine-glycine ligase	purD		ECB_03882	1290	429	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4185528	4187117	-					purH		ECB_03883	1590		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4185528	4187117	-	ACT41520.1			bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH		ECB_03883	1590	529	
gene	rRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4187734	4189275	+					rrsE		ECB_r00020	1542		
rRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4187734	4189275	+				16S ribosomal RNA	rrsE		ECB_r00020	1542		
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4189361	4189436	+					gltV		ECB_t00078	76		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4189361	4189436	+				tRNA-Glu	gltV		ECB_t00078	76		
gene	rRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4189621	4192526	+					rrlE		ECB_r00021	2906		
rRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4189621	4192526	+				23S ribosomal RNA	rrlE		ECB_r00021	2906		
gene	rRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4192713	4192832	+					rrfE		ECB_r00022	120		
rRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4192713	4192832	+				5S ribosomal RNA	rrfE		ECB_r00022	120		
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4193125	4193568	-					yjaB		ECB_03884	444		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4193125	4193568	-	ACT41521.1			predicted acetyltransferase	yjaB		ECB_03884	444	147	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4193725	4194654	+					metA		ECB_03885	930		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4193725	4194654	+	ACT41522.1			homoserine O-succinyltransferase	metA		ECB_03885	930	309	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4194923	4196524	+					aceB		ECB_03886	1602		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4194923	4196524	+	ACT41523.1			malate synthase	aceB		ECB_03886	1602	533	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4196554	4197858	+					aceA		ECB_03887	1305		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4196554	4197858	+	ACT41524.1			isocitrate lyase	aceA		ECB_03887	1305	434	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4198139	4199875	+					aceK		ECB_03888	1737		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4198139	4199875	+	ACT41525.1			bifunctional isocitrate dehydrogenase kinase/phosphatase protein	aceK		ECB_03888	1737	578	
gene	pseudogene	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4199844	4201418	-					arpA		ECB_03889	1575		pseudo
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4201735	4202559	-					iclR		ECB_03890	825		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4201735	4202559	-	ACT41526.1			DNA-binding transcriptional repressor	iclR		ECB_03890	825	274	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4202759	4206442	+					metH		ECB_03891	3684		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4202759	4206442	+	ACT41527.1			B12-dependent methionine synthase	metH		ECB_03891	3684	1227	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4206662	4208293	+					yjbB		ECB_03892	1632		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4206662	4208293	+	ACT41528.1			predicted transporter	yjbB		ECB_03892	1632	543	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4208384	4209073	-					pepE		ECB_03893	690		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4208384	4209073	-	ACT41529.1			peptidase E	pepE		ECB_03893	690	229	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4209285	4210157	+					yjbC		ECB_03894	873		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4209285	4210157	+	ACT41530.1			23S rRNA pseudouridine synthase	yjbC		ECB_03894	873	290	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4210290	4210562	-					yjbD		ECB_03895	273		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4210290	4210562	-	ACT41531.1			hypothetical protein	yjbD		ECB_03895	273	90	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4210815	4212164	-					lysC		ECB_03896	1350		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4210815	4212164	-	ACT41532.1			aspartate kinase III	lysC		ECB_03896	1350	449	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4212689	4214338	+					pgi		ECB_03897	1650		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4212689	4214338	+	ACT41533.1			glucose-6-phosphate isomerase	pgi		ECB_03897	1650	549	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4214837	4215079	+					yjbE		ECB_03898	243		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4214837	4215079	+	ACT41534.1			hypothetical protein	yjbE		ECB_03898	243	80	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4215194	4215832	+					yjbF		ECB_03899	639		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4215194	4215832	+	ACT41535.1			predicted lipoprotein	yjbF		ECB_03899	639	212	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4215829	4216566	+					yjbG		ECB_03900	738		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4215829	4216566	+	ACT41536.1			hypothetical protein	yjbG		ECB_03900	738	245	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4216566	4218662	+					yjbH		ECB_03901	2097		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4216566	4218662	+	ACT41537.1			predicted porin	yjbH		ECB_03901	2097	698	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4219257	4219667	+					yjbA		ECB_03902	411		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4219257	4219667	+	ACT41538.1			phosphate-starvation-inducible protein PsiE	yjbA		ECB_03902	411	136	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4219711	4221186	-					xylE		ECB_03903	1476		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4219711	4221186	-	ACT41539.1			D-xylose transporter	xylE		ECB_03903	1476	491	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4221558	4222448	-					malG		ECB_03904	891		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4221558	4222448	-	ACT41540.1			maltose transporter subunit	malG		ECB_03904	891	296	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4222463	4224007	-					malF		ECB_03905	1545		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4222463	4224007	-	ACT41541.1			maltose transporter subunit	malF		ECB_03905	1545	514	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4224161	4225351	-					malE		ECB_03906	1191		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4224161	4225351	-	ACT41542.1			maltose ABC transporter periplasmic protein	malE		ECB_03906	1191	396	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4225716	4226831	+					malK		ECB_03907	1116		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4225716	4226831	+	ACT41543.1			fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein	malK		ECB_03907	1116	371	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4226903	4228243	+					lamB		ECB_03908	1341		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4226903	4228243	+	ACT41544.1			maltoporin precursor	lamB		ECB_03908	1341	446	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4228486	4229406	+					malM		ECB_03909	921		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4228486	4229406	+	ACT41545.1			maltose regulon periplasmic protein	malM		ECB_03909	921	306	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4229887	4231215	+					yjbI		ECB_03910	1329		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4229887	4231215	+	ACT41546.1			hypothetical protein	yjbI		ECB_03910	1329	442	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4231438	4231935	+					ubiC		ECB_03911	498		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4231438	4231935	+	ACT41547.1			chorismate pyruvate lyase	ubiC		ECB_03911	498	165	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4231948	4232820	+					ubiA		ECB_03912	873		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4231948	4232820	+	ACT41548.1			4-hydroxybenzoate octaprenyltransferase	ubiA		ECB_03912	873	290	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4232975	4235398	-					plsB		ECB_03913	2424		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4232975	4235398	-	ACT41549.1			glycerol-3-phosphate acyltransferase	plsB		ECB_03913	2424	807	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4235569	4235937	+					dgkA		ECB_03914	369		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4235569	4235937	+	ACT41550.1			diacylglycerol kinase	dgkA		ECB_03914	369	122	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4236047	4236655	+					lexA		ECB_03915	609		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4236047	4236655	+	ACT41551.1			LexA repressor	lexA		ECB_03915	609	202	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4236674	4238053	+					dinF		ECB_03916	1380		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4236674	4238053	+	ACT41552.1			DNA-damage-inducible SOS response protein	dinF		ECB_03916	1380	459	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4238169	4238378	+					yjbJ		ECB_03917	210		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4238169	4238378	+	ACT41553.1			predicted stress response protein	yjbJ		ECB_03917	210	69	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4238420	4238935	-					zur		ECB_03918	516		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4238420	4238935	-	ACT41554.1			DNA-binding transcriptional repressor, Zn(II)-binding	zur		ECB_03918	516	171	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4239253	4239507	+					yjbL		ECB_03919	255		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4239253	4239507	+	ACT41555.1			hypothetical protein	yjbL		ECB_03919	255	84	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4239531	4240238	+					yjbM		ECB_03920	708		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4239531	4240238	+	ACT41556.1			hypothetical protein	yjbM		ECB_03920	708	235	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4240601	4241638	+					yjbN		ECB_03921	1038		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4240601	4241638	+	ACT41557.1			tRNA-dihydrouridine synthase A	yjbN		ECB_03921	1038	345	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4241772	4242014	+					yjbO		ECB_03922	243		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4241772	4242014	+	ACT41558.1			phage shock protein G	yjbO		ECB_03922	243	80	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4242180	4243163	-					qor		ECB_03923	984		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4242180	4243163	-	ACT41559.1			quinone oxidoreductase, NADPH-dependent	qor		ECB_03923	984	327	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4243246	4244661	+					dnaB		ECB_03924	1416		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4243246	4244661	+	ACT41560.1			replicative DNA helicase	dnaB		ECB_03924	1416	471	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4244714	4245793	+					alr		ECB_03925	1080		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4244714	4245793	+	ACT41561.1			alanine racemase	alr		ECB_03925	1080	359	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4246046	4247239	+					tyrB		ECB_03926	1194		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4246046	4247239	+	ACT41562.1			tyrosine aminotransferase, tyrosine-repressible, PLP-dependent	tyrB		ECB_03926	1194	397	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4248346	4249059	+					aphA		ECB_03927	714		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4248346	4249059	+	ACT41563.1			acid phosphatase/phosphotransferase, class B, non-specific	aphA		ECB_03927	714	237	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249170	4249586	+					yjbQ		ECB_03928	417		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249170	4249586	+	ACT41564.1			hypothetical protein	yjbQ		ECB_03928	417	138	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249590	4249946	+					yjbR		ECB_03929	357		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249590	4249946	+	ACT41565.1			hypothetical protein	yjbR		ECB_03929	357	118	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249981	4252803	-					uvrA		ECB_03930	2823		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4249981	4252803	-	ACT41566.1			excinuclease ABC subunit A	uvrA		ECB_03930	2823	940	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4253058	4253594	+					ssb		ECB_03931	537		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4253058	4253594	+	ACT41567.1			single-strand DNA-binding protein	ssb		ECB_03931	537	178	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4253693	4253974	-					yjcB		ECB_03932	282		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4253693	4253974	-	ACT41568.1			predicted inner membrane protein	yjcB		ECB_03932	282	93	
gene	pseudogene	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4254404	4255990	+					yjcC		ECB_03933	1587		pseudo
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4255993	4256316	-					soxS		ECB_03934	324		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4255993	4256316	-	ACT41569.1			DNA-binding transcriptional dual regulator	soxS		ECB_03934	324	107	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4256402	4256866	+					soxR		ECB_03935	465		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4256402	4256866	+	ACT41570.1			DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing	soxR		ECB_03935	465	154	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4257412	4258761	+					yjcD		ECB_03936	1350		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4257412	4258761	+	ACT41571.1			predicted permease	yjcD		ECB_03936	1350	449	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4258913	4260562	+					yjcE		ECB_03937	1650		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4258913	4260562	+	ACT41572.1			predicted cation/proton antiporter	yjcE		ECB_03937	1650	549	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4260716	4262008	-					yjcF		ECB_03938	1293		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4260716	4262008	-	ACT41573.1			hypothetical protein	yjcF		ECB_03938	1293	430	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4262186	4263835	-					actP		ECB_03939	1650		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4262186	4263835	-	ACT41574.1			acetate permease	actP		ECB_03939	1650	549	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4263832	4264146	-					yjcH		ECB_03940	315		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4263832	4264146	-	ACT41575.1			conserved inner membrane protein involved in acetate transport	yjcH		ECB_03940	315	104	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	4264346	4266304	-					acs		ECB_03941	1959		
